ID,row_position,attributed_year,attributed_date,season,region,origin_timezone,region_timezone_bucket,origin_size_tier,stratum_label,Origin_Airport,Destination_Airport,Estimated_Departure_Time,origin_tier,dest_tier,row_tier,collectible,not_collectible_reason
TRAIN_462039,462039,2019,2019-08-25,summer,South,America/Chicago,South:Chicago,large,2019|summer|South:Chicago|large,LIT,IAH,942.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_463720,463720,2019,2019-07-11,summer,Midwest,America/Chicago,Midwest:Chicago,medium,2019|summer|Midwest:Chicago|medium,SLN,HYS,1245.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_466865,466865,2018,2018-03-13,spring,West,America/Denver,West:Denver,large,2018|spring|West:Denver|large,DEN,SAT,1809.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_473427,473427,2018,2018-12-15,winter,South,America/Chicago,South:Chicago,medium,2018|winter|South:Chicago|medium,BTR,IAH,1605.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_474595,474595,2018,2018-12-29,winter,Midwest,America/New_York,Midwest:New_York,medium,2018|winter|Midwest:New_York|medium,CAK,ATL,1220.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_475319,475319,2018,2018-04-21,spring,Alaska,America/Nome,Alaska,small,2018|spring|Alaska|small,DUT,ANC,1455.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_477477,477477,2019,2019-05-09,spring,Northeast,America/New_York,Northeast:New_York,large,2019|spring|Northeast:New_York|large,JFK,LAX,955.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_478047,478047,2019,2019-11-23,fall,South,America/New_York,South:New_York,large,2019|fall|South:New_York|large,CVG,ORD,1522.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_482450,482450,2018,2018-09-27,fall,West,America/Boise,West:Boise,small,2018|fall|West:Boise|small,PIH,SLC,1520.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_484341,484341,2019,2019-11-13,fall,Northeast,America/New_York,Northeast:New_York,small,2019|fall|Northeast:New_York|small,IAG,PGD,1729.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_489361,489361,2018,2018-06-24,summer,South,America/Chicago,South:Chicago,small,2018|summer|South:Chicago|small,PAH,ORD,642.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_491826,491826,2018,2018-05-04,spring,Northeast,America/New_York,Northeast:New_York,large,2018|spring|Northeast:New_York|large,PHL,BOS,1524.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_491893,491893,2018,2018-08-11,summer,Non-contiguous territory,America/St_Thomas,Non-contiguous territory,small,2018|summer|Non-contiguous territory|small,STX,CLT,1617.0,tz_conflict_needs_resolution,confirmed_period,tz_conflict_needs_resolution,False,"origin=tz_conflict_needs_resolution,destination=confirmed_period"
TRAIN_494783,494783,2018,2018-09-07,fall,Hawaii,Pacific/Honolulu,Hawaii,medium,2018|fall|Hawaii|medium,ITO,HNL,620.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_499657,499657,2019,2019-07-18,summer,West,America/Denver,West:Denver,large,2019|summer|West:Denver|large,DEN,ORD,936.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_502572,502572,2018,2018-10-01,fall,Midwest,America/Chicago,Midwest:Chicago,medium,2018|fall|Midwest:Chicago|medium,BIS,DEN,1300.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_503642,503642,2018,2018-07-18,summer,South,America/Chicago,South:Chicago,large,2018|summer|South:Chicago|large,DAL,SAT,600.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_504241,504241,2019,2019-09-27,fall,Midwest,America/New_York,Midwest:New_York,medium,2019|fall|Midwest:New_York|medium,CAK,MCO,1330.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_510906,510906,2018,2018-12-20,winter,Alaska,America/Juneau,Alaska,medium,2018|winter|Alaska|medium,JNU,YAK,1015.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_516626,516626,2019,2019-04-19,spring,West,America/Boise,West:Boise,medium,2019|spring|West:Boise|medium,IDA,DEN,1050.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_517002,517002,2018,2018-09-04,fall,Midwest,America/Detroit,Midwest:Detroit,medium,2018|fall|Midwest:Detroit|medium,TVC,DTW,530.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_520135,520135,2018,2018-10-19,fall,Non-contiguous territory,America/Puerto_Rico,Non-contiguous territory,medium,2018|fall|Non-contiguous territory|medium,BQN,FLL,315.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_521081,521081,2019,2019-03-30,spring,Midwest,America/Chicago,Midwest:Chicago,large,2019|spring|Midwest:Chicago|large,ORD,SYR,900.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_522513,522513,2018,2018-09-08,fall,South,America/Chicago,South:Chicago,medium,2018|fall|South:Chicago|medium,MLU,DFW,1633.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_524573,524573,2019,2019-05-03,spring,South,America/Chicago,South:Chicago,small,2019|spring|South:Chicago|small,GGG,DFW,635.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_527158,527158,2018,2018-11-04,fall,Northeast,America/New_York,Northeast:New_York,small,2018|fall|Northeast:New_York|small,HVN,PHL,1224.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_533613,533613,2018,2018-09-09,fall,Midwest,America/New_York,Midwest:New_York,large,2018|fall|Midwest:New_York|large,CLE,MCO,855.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_542748,542748,2019,2019-03-31,spring,Alaska,America/Sitka,Alaska,medium,2019|spring|Alaska|medium,KTN,SEA,1355.0,tz_conflict_needs_resolution,confirmed_period,tz_conflict_needs_resolution,False,"origin=tz_conflict_needs_resolution,destination=confirmed_period"
TRAIN_546045,546045,2018,2018-06-05,summer,West,America/Denver,West:Denver,large,2018|summer|West:Denver|large,DEN,FCA,1910.0,confirmed_period,unconfirmed,unconfirmed,False,"origin=confirmed_period,destination=unconfirmed"
TRAIN_549842,549842,2018,2018-04-17,spring,Non-contiguous territory,America/St_Thomas,Non-contiguous territory,medium,2018|spring|Non-contiguous territory|medium,STT,ATL,1412.0,tz_conflict_needs_resolution,confirmed_period,tz_conflict_needs_resolution,False,"origin=tz_conflict_needs_resolution,destination=confirmed_period"
TRAIN_551474,551474,2018,2018-12-14,winter,South,America/New_York,South:New_York,small,2018|winter|South:New_York|small,ABY,ATL,630.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_551857,551857,2018,2018-04-05,spring,West,America/Boise,West:Boise,large,2018|spring|West:Boise|large,BOI,SEA,1703.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_552902,552902,2019,2019-08-04,summer,South,America/Chicago,South:Chicago,medium,2019|summer|South:Chicago|medium,SHV,ATL,1856.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_554613,554613,2018,2018-08-17,summer,Midwest,America/New_York,Midwest:New_York,large,2018|summer|Midwest:New_York|large,CMH,IAD,1935.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_559124,559124,2019,2019-11-11,fall,West,America/Denver,West:Denver,medium,2019|fall|West:Denver|medium,CPR,DEN,1520.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_560661,560661,2018,2018-01-14,winter,West,America/Boise,West:Boise,medium,2018|winter|West:Boise|medium,IDA,AZA,1011.0,confirmed_period,unconfirmed,unconfirmed,False,"origin=confirmed_period,destination=unconfirmed"
TRAIN_561252,561252,2018,2018-01-30,winter,Non-contiguous territory,America/Puerto_Rico,Non-contiguous territory,small,2018|winter|Non-contiguous territory|small,PSE,MCO,250.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_565923,565923,2019,2019-07-21,summer,Midwest,America/New_York,Midwest:New_York,large,2019|summer|Midwest:New_York|large,CMH,LGA,1915.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_567000,567000,2019,2019-11-09,fall,Midwest,America/Indiana/Indianapolis,Midwest:Indianapolis,large,2019|fall|Midwest:Indianapolis|large,IND,IAD,1955.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_567901,567901,2019,2019-06-06,summer,South,America/Chicago,South:Chicago,small,2019|summer|South:Chicago|small,MEI,DFW,1741.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_569598,569598,2018,2018-08-28,summer,Midwest,America/Denver,Midwest:Denver,small,2018|summer|Midwest:Denver|small,BFF,DEN,1600.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_571918,571918,2018,2018-12-03,winter,Northeast,America/New_York,Northeast:New_York,large,2018|winter|Northeast:New_York|large,LGA,ATL,1400.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_577645,577645,2018,2018-06-11,summer,West,America/Denver,West:Denver,small,2018|summer|West:Denver|small,LAR,DEN,605.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_580961,580961,2019,2019-03-15,spring,Midwest,America/New_York,Midwest:New_York,medium,2019|spring|Midwest:New_York|medium,CAK,ORD,1749.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_582901,582901,2019,2019-03-16,spring,Non-contiguous territory,America/Puerto_Rico,Non-contiguous territory,large,2019|spring|Non-contiguous territory|large,SJU,JFK,1259.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_583465,583465,2019,2019-03-17,spring,West,America/Denver,West:Denver,small,2019|spring|West:Denver|small,CDC,SLC,1837.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_583934,583934,2018,2018-02-20,winter,Midwest,America/Denver,Midwest:Denver,small,2018|winter|Midwest:Denver|small,DIK,DEN,1455.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_585272,585272,2019,2019-10-21,fall,Northeast,America/New_York,Northeast:New_York,large,2019|fall|Northeast:New_York|large,PWM,LGA,1221.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_587730,587730,2018,2018-06-13,summer,West,America/Los_Angeles,West:Los_Angeles,large,2018|summer|West:Los_Angeles|large,LAX,DFW,1139.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_595193,595193,2019,2019-09-22,fall,Alaska,America/Sitka,Alaska,medium,2019|fall|Alaska|medium,KTN,SEA,1740.0,tz_conflict_needs_resolution,confirmed_period,tz_conflict_needs_resolution,False,"origin=tz_conflict_needs_resolution,destination=confirmed_period"
TRAIN_597919,597919,2018,2018-01-08,winter,Alaska,America/Anchorage,Alaska,large,2018|winter|Alaska|large,ANC,SEA,125.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_601758,601758,2019,2019-03-04,spring,Non-contiguous territory,America/St_Thomas,Non-contiguous territory,small,2019|spring|Non-contiguous territory|small,STX,ATL,1700.0,tz_conflict_needs_resolution,confirmed_period,tz_conflict_needs_resolution,False,"origin=tz_conflict_needs_resolution,destination=confirmed_period"
TRAIN_604311,604311,2018,2018-12-22,winter,West,America/Denver,West:Denver,large,2018|winter|West:Denver|large,DEN,DFW,1246.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_606686,606686,2019,2019-09-02,fall,Midwest,America/Indiana/Indianapolis,Midwest:Indianapolis,medium,2019|fall|Midwest:Indianapolis|medium,SBN,CLT,1509.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_607093,607093,2018,2018-09-25,fall,Midwest,America/Denver,Midwest:Denver,small,2018|fall|Midwest:Denver|small,DIK,DEN,1455.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_615870,615870,2019,2019-09-18,fall,South,America/Kentucky/Louisville,South:Louisville,large,2019|fall|South:Louisville|large,SDF,MSP,1755.0,tz_conflict_needs_resolution,confirmed_period,tz_conflict_needs_resolution,False,"origin=tz_conflict_needs_resolution,destination=confirmed_period"
TRAIN_620056,620056,2019,2019-09-29,fall,West,America/Los_Angeles,West:Los_Angeles,large,2019|fall|West:Los_Angeles|large,SEA,SFO,1240.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_624147,624147,2019,2019-06-06,summer,Midwest,America/Denver,Midwest:Denver,medium,2019|summer|Midwest:Denver|medium,RAP,ORD,1335.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_626930,626930,2018,2018-12-30,winter,West,America/Phoenix,West:Phoenix,medium,2018|winter|West:Phoenix|medium,AZA,PSC,1338.0,unconfirmed,confirmed_period,unconfirmed,False,"origin=unconfirmed,destination=confirmed_period"
TRAIN_627516,627516,2018,2018-10-29,fall,Midwest,America/Indiana/Indianapolis,Midwest:Indianapolis,large,2018|fall|Midwest:Indianapolis|large,IND,JFK,1622.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_639621,639621,2018,2018-01-07,winter,West,America/Los_Angeles,West:Los_Angeles,small,2018|winter|West:Los_Angeles|small,LWS,SEA,1139.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_645402,645402,2018,2018-10-08,fall,Non-contiguous territory,Pacific/Pago_Pago,Non-contiguous territory,small,2018|fall|Non-contiguous territory|small,PPG,HNL,2320.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_650818,650818,2018,2018-05-18,spring,Non-contiguous territory,Pacific/Saipan,Non-contiguous territory,small,2018|spring|Non-contiguous territory|small,SPN,ROP,1330.0,unconfirmed,confirmed_period,unconfirmed,False,"origin=unconfirmed,destination=confirmed_period"
TRAIN_652998,652998,2018,2018-09-21,fall,South,America/Kentucky/Louisville,South:Louisville,large,2018|fall|South:Louisville|large,SDF,PIE,1015.0,tz_conflict_needs_resolution,confirmed_period,tz_conflict_needs_resolution,False,"origin=tz_conflict_needs_resolution,destination=confirmed_period"
TRAIN_660930,660930,2019,2019-10-22,fall,Midwest,America/Chicago,Midwest:Chicago,large,2019|fall|Midwest:Chicago|large,MSP,CLE,1400.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_661170,661170,2018,2018-10-26,fall,West,America/Los_Angeles,West:Los_Angeles,large,2018|fall|West:Los_Angeles|large,OAK,LGB,1720.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_662573,662573,2019,2019-12-24,winter,Alaska,America/Anchorage,Alaska,large,2019|winter|Alaska|large,ANC,FAI,1135.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_663291,663291,2018,2018-12-17,winter,Midwest,America/Chicago,Midwest:Chicago,large,2018|winter|Midwest:Chicago|large,MDW,AUS,2005.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_669335,669335,2018,2018-04-06,spring,West,America/Boise,West:Boise,medium,2018|spring|West:Boise|medium,TWF,SLC,1820.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_671847,671847,2019,2019-03-30,spring,Hawaii,Pacific/Honolulu,Hawaii,medium,2019|spring|Hawaii|medium,MKK,HNL,1537.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_676780,676780,2018,2018-03-15,spring,South,America/New_York,South:New_York,large,2018|spring|South:New_York|large,BWI,DEN,645.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_685528,685528,2019,2019-06-01,summer,Non-contiguous territory,America/St_Thomas,Non-contiguous territory,medium,2019|summer|Non-contiguous territory|medium,STT,EWR,1415.0,tz_conflict_needs_resolution,confirmed_period,tz_conflict_needs_resolution,False,"origin=tz_conflict_needs_resolution,destination=confirmed_period"
TRAIN_686566,686566,2018,2018-07-25,summer,West,America/Los_Angeles,West:Los_Angeles,small,2018|summer|West:Los_Angeles|small,ALW,SEA,1151.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_687659,687659,2019,2019-03-04,spring,South,America/Kentucky/Louisville,South:Louisville,large,2019|spring|South:Louisville|large,SDF,ATL,1706.0,tz_conflict_needs_resolution,confirmed_period,tz_conflict_needs_resolution,False,"origin=tz_conflict_needs_resolution,destination=confirmed_period"
TRAIN_688050,688050,2019,2019-10-26,fall,West,America/Phoenix,West:Phoenix,large,2019|fall|West:Phoenix|large,PHX,LAX,1940.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_694197,694197,2019,2019-11-12,fall,Midwest,America/Denver,Midwest:Denver,medium,2019|fall|Midwest:Denver|medium,RAP,MSP,1150.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_694425,694425,2018,2018-12-02,winter,South,America/Chicago,South:Chicago,large,2018|winter|South:Chicago|large,HOU,MSY,825.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_694974,694974,2018,2018-08-17,summer,West,America/Boise,West:Boise,medium,2018|summer|West:Boise|medium,IDA,DEN,1011.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_697497,697497,2018,2018-07-04,summer,Northeast,America/New_York,Northeast:New_York,medium,2018|summer|Northeast:New_York|medium,TTN,RDU,1532.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_714297,714297,2018,2018-12-07,winter,West,America/Phoenix,West:Phoenix,small,2018|winter|West:Phoenix|small,PRC,LAX,1458.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_716865,716865,2018,2018-04-20,spring,Midwest,America/Detroit,Midwest:Detroit,small,2018|spring|Midwest:Detroit|small,MQT,DTW,1743.0,unconfirmed,confirmed_period,unconfirmed,False,"origin=unconfirmed,destination=confirmed_period"
TRAIN_719083,719083,2018,2018-06-02,summer,Midwest,America/Chicago,Midwest:Chicago,small,2018|summer|Midwest:Chicago|small,EAU,ORD,547.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_719644,719644,2018,2018-08-22,summer,Midwest,America/Indiana/Indianapolis,Midwest:Indianapolis,large,2018|summer|Midwest:Indianapolis|large,IND,DEN,925.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_719892,719892,2019,2019-03-14,spring,South,America/New_York,South:New_York,medium,2019|spring|South:New_York|medium,AGS,ATL,835.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_720217,720217,2019,2019-11-09,fall,Midwest,America/Detroit,Midwest:Detroit,small,2019|fall|Midwest:Detroit|small,CIU,MSP,720.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_723189,723189,2019,2019-03-02,spring,Non-contiguous territory,America/St_Thomas,Non-contiguous territory,medium,2019|spring|Non-contiguous territory|medium,STT,EWR,1525.0,tz_conflict_needs_resolution,confirmed_period,tz_conflict_needs_resolution,False,"origin=tz_conflict_needs_resolution,destination=confirmed_period"
TRAIN_726565,726565,2018,2018-03-24,spring,South,America/Chicago,South:Chicago,small,2018|spring|South:Chicago|small,PAH,ORD,635.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_726790,726790,2019,2019-07-14,summer,West,America/Boise,West:Boise,large,2019|summer|West:Boise|large,BOI,SEA,810.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_738357,738357,2018,2018-10-18,fall,West,America/Los_Angeles,West:Los_Angeles,medium,2018|fall|West:Los_Angeles|medium,PSC,SFO,1535.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_743414,743414,2018,2018-04-24,spring,Midwest,America/Chicago,Midwest:Chicago,large,2018|spring|Midwest:Chicago|large,DSM,LAS,1215.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_750314,750314,2019,2019-04-20,spring,West,America/Boise,West:Boise,small,2019|spring|West:Boise|small,PIH,SLC,1240.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_750816,750816,2018,2018-07-13,summer,Alaska,America/Anchorage,Alaska,medium,2018|summer|Alaska|medium,FAI,ORD,2023.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_753927,753927,2018,2018-12-02,winter,West,America/Phoenix,West:Phoenix,large,2018|winter|West:Phoenix|large,PHX,JFK,1644.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_754154,754154,2018,2018-07-01,summer,Hawaii,Pacific/Honolulu,Hawaii,medium,2018|summer|Hawaii|medium,ITO,HNL,1856.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_756310,756310,2019,2019-05-27,spring,West,America/Denver,West:Denver,large,2019|spring|West:Denver|large,DEN,SAT,2152.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_758661,758661,2018,2018-04-07,spring,South,America/New_York,South:New_York,medium,2018|spring|South:New_York|medium,SRQ,EWR,1048.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_761615,761615,2019,2019-08-30,summer,Midwest,America/Chicago,Midwest:Chicago,large,2019|summer|Midwest:Chicago|large,ORD,PIT,750.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_767819,767819,2019,2019-11-22,fall,West,America/Denver,West:Denver,large,2019|fall|West:Denver|large,DEN,DFW,1940.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_768270,768270,2018,2018-01-05,winter,Midwest,America/Indiana/Indianapolis,Midwest:Indianapolis,medium,2018|winter|Midwest:Indianapolis|medium,FWA,EWR,600.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_778710,778710,2019,2019-08-24,summer,Northeast,America/New_York,Northeast:New_York,small,2019|summer|Northeast:New_York|small,HVN,CLT,1150.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_779062,779062,2018,2018-07-09,summer,Non-contiguous territory,America/Puerto_Rico,Non-contiguous territory,medium,2018|summer|Non-contiguous territory|medium,BQN,MCO,1033.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_780504,780504,2018,2018-10-18,fall,Alaska,America/Anchorage,Alaska,medium,2018|fall|Alaska|medium,FAI,ANC,1100.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_781572,781572,2019,2019-06-09,summer,West,America/Phoenix,West:Phoenix,large,2019|summer|West:Phoenix|large,PHX,BUR,835.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_783029,783029,2018,2018-09-19,fall,West,America/Denver,West:Denver,large,2018|fall|West:Denver|large,DEN,LBB,1955.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_785723,785723,2018,2018-06-01,summer,West,America/Denver,West:Denver,medium,2018|summer|West:Denver|medium,BIL,DEN,1324.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_790450,790450,2019,2019-06-16,summer,West,America/Los_Angeles,West:Los_Angeles,medium,2019|summer|West:Los_Angeles|medium,SBP,SFO,1750.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_791374,791374,2018,2018-01-31,winter,West,America/Denver,West:Denver,small,2018|winter|West:Denver|small,COD,SLC,630.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_793272,793272,2018,2018-06-16,summer,West,America/Phoenix,West:Phoenix,medium,2018|summer|West:Phoenix|medium,AZA,OMA,1413.0,unconfirmed,confirmed_period,unconfirmed,False,"origin=unconfirmed,destination=confirmed_period"
TRAIN_795282,795282,2018,2018-11-16,fall,West,America/Denver,West:Denver,small,2018|fall|West:Denver|small,CNY,DEN,1755.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_804549,804549,2019,2019-09-10,fall,West,America/Los_Angeles,West:Los_Angeles,medium,2019|fall|West:Los_Angeles|medium,SBP,LAX,1420.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_810943,810943,2018,2018-01-27,winter,Midwest,America/Indiana/Indianapolis,Midwest:Indianapolis,large,2018|winter|Midwest:Indianapolis|large,IND,DTW,1014.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_812651,812651,2018,2018-03-12,spring,South,America/Chicago,South:Chicago,medium,2018|spring|South:Chicago|medium,LRD,IAH,1204.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_817073,817073,2018,2018-07-31,summer,Midwest,America/Denver,Midwest:Denver,medium,2018|summer|Midwest:Denver|medium,RAP,DEN,1205.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_821457,821457,2018,2018-01-24,winter,West,America/Boise,West:Boise,large,2018|winter|West:Boise|large,BOI,SEA,1550.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_823652,823652,2018,2018-03-11,spring,West,America/Los_Angeles,West:Los_Angeles,small,2018|spring|West:Los_Angeles|small,LWS,SEA,1720.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_829019,829019,2018,2018-06-11,summer,Midwest,America/Chicago,Midwest:Chicago,large,2018|summer|Midwest:Chicago|large,ORD,ISP,1815.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_829613,829613,2019,2019-07-10,summer,Midwest,America/Detroit,Midwest:Detroit,medium,2019|summer|Midwest:Detroit|medium,MBS,ORD,610.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_830252,830252,2019,2019-08-31,summer,South,America/Kentucky/Louisville,South:Louisville,large,2019|summer|South:Louisville|large,SDF,MCO,710.0,tz_conflict_needs_resolution,confirmed_period,tz_conflict_needs_resolution,False,"origin=tz_conflict_needs_resolution,destination=confirmed_period"
TRAIN_832142,832142,2018,2018-11-15,fall,West,America/Boise,West:Boise,large,2018|fall|West:Boise|large,BOI,DEN,1435.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_832336,832336,2019,2019-05-05,spring,Midwest,America/Detroit,Midwest:Detroit,medium,2019|spring|Midwest:Detroit|medium,AZO,ORD,1825.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_832797,832797,2018,2018-05-05,spring,West,America/Denver,West:Denver,small,2018|spring|West:Denver|small,GCC,DEN,1315.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_833027,833027,2019,2019-06-24,summer,Alaska,America/Anchorage,Alaska,medium,2019|summer|Alaska|medium,FAI,SEA,530.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_840952,840952,2018,2018-04-12,spring,Midwest,America/Indiana/Indianapolis,Midwest:Indianapolis,large,2018|spring|Midwest:Indianapolis|large,IND,DEN,2105.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_843033,843033,2018,2018-12-31,winter,Midwest,America/New_York,Midwest:New_York,large,2018|winter|Midwest:New_York|large,CMH,RSW,625.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_849663,849663,2018,2018-07-12,summer,Hawaii,Pacific/Honolulu,Hawaii,large,2018|summer|Hawaii|large,OGG,HNL,1100.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_850306,850306,2019,2019-08-10,summer,South,America/New_York,South:New_York,medium,2019|summer|South:New_York|medium,ROA,ORD,1730.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_852476,852476,2018,2018-05-12,spring,South,America/Kentucky/Louisville,South:Louisville,large,2018|spring|South:Louisville|large,SDF,MDW,1940.0,tz_conflict_needs_resolution,confirmed_period,tz_conflict_needs_resolution,False,"origin=tz_conflict_needs_resolution,destination=confirmed_period"
TRAIN_854326,854326,2018,2018-10-10,fall,West,America/Denver,West:Denver,medium,2018|fall|West:Denver|medium,DRO,DEN,1551.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_855079,855079,2019,2019-10-01,fall,West,America/Phoenix,West:Phoenix,medium,2019|fall|West:Phoenix|medium,FLG,DEN,700.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_855127,855127,2018,2018-11-03,fall,West,America/Phoenix,West:Phoenix,large,2018|fall|West:Phoenix|large,PHX,LAX,645.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_862475,862475,2018,2018-03-25,spring,Northeast,America/New_York,Northeast:New_York,medium,2018|spring|Northeast:New_York|medium,ACY,TPA,1040.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_864809,864809,2018,2018-04-23,spring,Midwest,America/Detroit,Midwest:Detroit,large,2018|spring|Midwest:Detroit|large,DTW,CMH,820.0,confirmed_period,confirmed_period,confirmed_period,True,
