attributed_year,season,Origin_Airport,rows,collectible,matched_both,latency_minutes
2019,fall,PWM,1,1,1,30
2019,fall,RAP,1,1,1,30
2019,fall,RST,1,1,1,30
2019,fall,SBN,1,1,1,30
2019,fall,SBP,1,1,1,30
2019,fall,SDF,1,0,0,30
2019,fall,SEA,1,1,1,30
2019,fall,SJU,1,1,1,30
2019,fall,SPN,1,0,0,30
2019,fall,SRQ,1,1,1,30
2019,fall,STT,1,0,0,30
2019,fall,TWF,1,1,1,30
2019,spring,AGS,1,1,1,30
2019,spring,ANC,1,1,1,30
2019,spring,AZA,1,0,0,30
2019,spring,AZO,1,1,1,30
2019,spring,BFF,1,1,1,30
2019,spring,BHM,1,1,1,30
2019,spring,BIL,1,1,1,30
2019,spring,BJI,1,1,1,30
2019,spring,BOI,1,1,1,30
2019,spring,BRW,1,1,1,30
2019,spring,CAK,1,1,1,30
2019,spring,CMX,1,1,1,30
2019,spring,DAY,1,1,1,30
2019,spring,DCA,1,1,1,30
2019,spring,DEN,1,1,1,30
2019,spring,DTW,1,1,1,30
2019,spring,ELP,1,1,1,30
2019,spring,EVV,1,1,1,30
2019,spring,GGG,1,1,1,30
2019,spring,HNL,1,1,1,30
2019,spring,IDA,1,1,1,30
2019,spring,IND,1,1,1,30
2019,spring,ITH,1,1,1,30
2019,spring,JFK,1,1,1,30
2019,spring,KTN,1,0,0,30
2019,spring,LFT,1,1,1,30
2019,spring,MKK,1,1,1,30
2019,spring,ORD,1,1,1,30
2019,spring,PHX,1,1,1,30
2019,spring,PQI,1,1,1,30
2019,spring,RAP,1,1,1,30
2019,spring,SBN,1,1,1,30
2019,spring,SBP,1,1,1,30
2019,spring,SDF,1,0,0,30
2019,spring,SEA,1,1,1,30
2019,spring,SJU,1,1,1,30
2019,spring,STT,1,0,0,30
2019,spring,STX,1,0,0,30
2019,summer,ABR,1,1,1,30
2019,summer,ANC,1,1,1,30
2019,summer,AZA,1,0,0,30
2019,summer,BFF,1,1,1,30
2019,summer,BOI,1,1,1,30
2019,summer,CMH,1,1,1,30
2019,summer,CMX,1,1,1,30
2019,summer,DEN,1,1,1,30
2019,summer,DTW,1,1,1,30
2019,summer,ELP,1,1,1,30
2019,summer,FAI,1,1,1,30
2019,summer,GJT,1,1,1,30
2019,summer,GSP,1,1,1,30
2019,summer,HVN,1,1,1,30
2019,summer,IND,1,1,1,30
2019,summer,ITO,1,1,1,30
2019,summer,LGA,1,1,1,30
2019,summer,LIT,1,1,1,30
2019,summer,MBS,1,1,1,30
2019,summer,OGG,1,1,1,30
2019,summer,ORD,1,1,1,30
2019,summer,PHX,1,1,1,30
2019,summer,RAP,1,1,1,30
2019,summer,ROA,1,1,1,30
2019,summer,SBN,1,1,1,30
2019,summer,SBP,1,1,1,30
2019,summer,SDF,1,0,0,30
2019,summer,SEA,1,1,1,30
2019,summer,SHV,1,1,1,30
2019,summer,SIT,1,0,0,30
2019,summer,SJU,1,1,1,30
2019,summer,SLN,1,1,1,30
2019,summer,STT,1,0,0,30
2019,summer,STX,1,0,0,30
2019,summer,SUN,1,1,1,30
2019,summer,SWF,1,1,1,30
2019,summer,TOL,1,1,1,30
2019,winter,ALO,1,1,1,30
2019,winter,ANC,1,1,1,30
2019,winter,AZA,1,0,0,30
2019,winter,BGM,1,1,1,30
2019,winter,BGR,1,1,1,30
2019,winter,BNA,1,1,1,30
2019,winter,BOI,1,1,1,30
2019,winter,BQN,1,1,1,30
2019,winter,BRW,1,1,1,30
2019,winter,CLE,1,1,1,30
2019,winter,DIK,1,1,1,30
2019,winter,DTW,1,1,1,30
2019,winter,ECP,1,1,1,30
2019,winter,ELP,1,1,1,30
2019,winter,FAI,1,1,1,30
2019,winter,FNT,1,1,1,30
2019,winter,HNL,1,1,1,30
2019,winter,IND,1,1,1,30
2019,winter,JAC,1,1,1,30
2019,winter,JFK,1,1,1,30
2019,winter,LAX,1,1,1,30
2019,winter,LCK,1,1,1,30
2019,winter,MHK,1,1,1,30
2019,winter,MKK,1,1,1,30
2019,winter,MSP,1,1,1,30
2019,winter,OAJ,1,1,1,30
2019,winter,PHX,1,1,1,30
2019,winter,PLN,1,1,1,30
2019,winter,RAP,1,1,1,30
2019,winter,RSW,1,1,1,30
2019,winter,SBN,1,1,1,30
2019,winter,SBP,1,1,1,30
2019,winter,SDF,1,0,0,30
2019,winter,SJU,1,1,1,30
2019,winter,SLC,1,1,1,30
2019,winter,SPN,1,0,0,30
2019,winter,TWF,1,1,1,30
2018,fall,ANC,1,1,1,60
2018,fall,APN,1,1,0,60
2018,fall,BIS,1,1,1,60
2018,fall,BOI,1,1,0,60
2018,fall,BQN,1,1,0,60
2018,fall,BRW,1,1,0,60
2018,fall,CAK,1,1,1,60
2018,fall,CLE,1,1,1,60
2018,fall,DEN,1,1,1,60
2018,fall,DHN,1,1,1,60
2018,fall,DIK,1,1,1,60
2018,fall,DRO,1,1,0,60
2018,fall,DTW,1,1,1,60
2018,fall,ELM,1,1,1,60
2018,fall,ELP,1,1,1,60
2018,fall,FAI,1,1,1,60
2018,fall,HVN,1,1,0,60
2018,fall,IDA,1,1,0,60
2018,fall,IND,1,1,0,60
2018,fall,ITO,1,1,1,60
2018,fall,JLN,1,1,1,60
2018,fall,LBB,1,1,1,60
2018,fall,LIH,1,1,1,60
2018,fall,MCO,1,1,0,60
2018,fall,MLU,1,1,0,60
2018,fall,OAK,1,1,1,60
2018,fall,PHL,1,1,0,60
2018,fall,PHX,1,1,0,60
2018,fall,PPG,1,1,1,60
2018,fall,PSC,1,1,0,60
2018,fall,RAP,1,1,1,60
2018,fall,SBN,1,1,1,60
2018,fall,SDF,1,0,0,60
2018,fall,SJU,1,1,1,60
2018,fall,STL,1,1,1,60
2018,fall,TLH,1,1,0,60
2018,fall,TVC,1,1,0,60
2018,fall,YUM,1,0,0,60
2018,spring,ACY,1,1,0,60
2018,spring,ANC,1,1,1,60
2018,spring,AZA,1,0,0,60
2018,spring,AZO,1,1,0,60
2018,spring,BIS,1,1,1,60
2018,spring,BLI,1,1,1,60
2018,spring,BOI,1,1,1,60
2018,spring,BWI,1,1,0,60
2018,spring,CAK,1,1,0,60
2018,spring,CLE,1,1,0,60
2018,spring,DEN,1,1,1,60
2018,spring,DIK,1,1,0,60
2018,spring,DSM,1,1,1,60
2018,spring,DTW,1,1,1,60
2018,spring,DUT,1,1,1,60
2018,spring,EAU,1,1,0,60
2018,spring,ELP,1,1,0,60
2018,spring,FAI,1,1,0,60
2018,spring,HNL,1,1,0,60
2018,spring,IAH,1,1,0,60
2018,spring,IND,1,1,1,60
2018,spring,ITO,1,1,1,60
2018,spring,LRD,1,1,1,60
2018,spring,MQT,1,0,0,60
2018,spring,PAH,1,1,0,60
2018,spring,PBG,1,1,0,60
2018,spring,PHL,1,1,1,60
2018,spring,PHX,1,1,0,60
2018,spring,RAP,1,1,1,60
2018,spring,SBN,1,1,0,60
2018,spring,SDF,1,0,0,60
2018,spring,SGU,1,1,0,60
2018,spring,SJU,1,1,1,60
2018,spring,SNA,1,1,1,60
2018,spring,SPN,1,0,0,60
2018,spring,SRQ,1,1,0,60
2018,spring,STT,1,0,0,60
2018,spring,TWF,1,1,1,60
2018,summer,ANC,1,1,0,60
2018,summer,AZA,1,0,0,60
2018,summer,BFF,1,1,1,60
2018,summer,BIL,1,1,0,60
2018,summer,BOI,1,1,1,60
2018,summer,BQN,1,1,0,60
2018,summer,BTR,1,1,1,60
2018,summer,CMH,1,1,0,60
2018,summer,COU,1,1,1,60
2018,summer,DAL,1,1,1,60
2018,summer,DEN,1,0,0,60
2018,summer,EAU,1,1,0,60
2018,summer,ELP,1,1,1,60
2018,summer,EWR,1,1,1,60
2018,summer,FAI,1,1,0,60
2018,summer,GRR,1,1,1,60
2018,summer,IDA,1,1,1,60
2018,summer,IND,1,1,0,60
2018,summer,ITO,1,1,1,60
2018,summer,LAX,1,1,0,60
2018,summer,LCK,1,1,1,60
2018,summer,MBS,1,1,1,60
2018,summer,MCO,1,1,0,60
2018,summer,MKG,1,1,0,60
2018,summer,MVY,1,1,1,60
2018,summer,OGG,1,1,1,60
2018,summer,OME,1,1,0,60
2018,summer,ORD,1,1,1,60
2018,summer,PGD,1,1,0,60
2018,summer,PHX,1,1,1,60
2018,summer,RAP,1,1,1,60
2018,summer,RDD,1,1,1,60
2018,summer,SBN,1,1,1,60
2018,summer,SDF,1,0,0,60
2018,summer,SJU,1,1,0,60
2018,summer,STX,1,0,0,60
2018,summer,TTN,1,1,0,60
2018,winter,ANC,1,1,0,60
2018,winter,AZA,1,0,0,60
2018,winter,BGM,1,1,0,60
2018,winter,BOI,1,1,0,60
2018,winter,BQN,1,1,0,60
2018,winter,BRD,1,1,1,60
2018,winter,BRW,1,1,1,60
2018,winter,BTR,1,1,1,60
2018,winter,CAK,1,1,1,60
2018,winter,CIU,1,1,0,60
2018,winter,CLT,1,1,1,60
2018,winter,CMH,1,1,0,60
2018,winter,DEN,1,1,0,60
2018,winter,DIK,1,1,0,60
2018,winter,DTW,1,0,0,60
2018,winter,ELP,1,1,0,60
2018,winter,FNT,1,1,1,60
2018,winter,FWA,1,1,1,60
2018,winter,HOU,1,1,0,60
2018,winter,IDA,1,0,0,60
2018,winter,IND,1,1,1,60
2018,winter,ITO,1,1,1,60
2018,winter,JNU,1,1,1,60
2018,winter,KOA,1,1,0,60
2018,winter,LAX,1,1,0,60
2018,winter,LGA,1,1,1,60
2018,winter,LNK,1,1,1,60
2018,winter,MDW,1,1,1,60
2018,winter,MLB,1,1,0,60
2018,winter,MRY,1,1,0,60
2018,winter,ORH,1,1,0,60
2018,winter,PHX,1,1,0,60
2018,winter,PSE,1,1,0,60
2018,winter,RAP,1,1,1,60
2018,winter,SDF,1,0,0,60
2018,winter,SGU,1,1,0,60
2018,winter,SJU,1,1,1,60
2019,fall,ANC,1,1,1,60
2019,fall,AZO,1,1,0,60
2019,fall,BOI,1,1,0,60
2019,fall,CAK,1,1,0,60
2019,fall,CIU,1,1,1,60
2019,fall,CPR,1,1,1,60
2019,fall,CVG,1,1,0,60
2019,fall,DAY,1,1,1,60
2019,fall,DEN,1,1,0,60
2019,fall,DFW,1,1,1,60
2019,fall,DIK,1,1,0,60
2019,fall,DTW,1,1,1,60
2019,fall,ELM,1,1,0,60
2019,fall,ELP,1,1,0,60
2019,fall,FLG,1,1,1,60
2019,fall,IAG,1,1,0,60
2019,fall,IND,1,1,1,60
2019,fall,JMS,1,1,1,60
2019,fall,KTN,1,0,0,60
2019,fall,MEI,1,1,0,60
2019,fall,MGM,1,1,0,60
2019,fall,MKK,1,1,0,60
2019,fall,MSP,1,1,1,60
2019,fall,OGG,1,1,1,60
2019,fall,OME,1,1,0,60
2019,fall,PHX,1,1,0,60
2019,fall,PWM,1,1,1,60
2019,fall,RAP,1,1,0,60
2019,fall,RST,1,1,1,60
2019,fall,SBN,1,1,1,60
2019,fall,SBP,1,1,1,60
2019,fall,SDF,1,0,0,60
2019,fall,SEA,1,1,0,60
2019,fall,SJU,1,1,0,60
2019,fall,SPN,1,0,0,60
2019,fall,SRQ,1,1,0,60
2019,fall,STT,1,0,0,60
2019,fall,TWF,1,1,0,60
2019,spring,AGS,1,1,0,60
2019,spring,ANC,1,1,1,60
2019,spring,AZA,1,0,0,60
2019,spring,AZO,1,1,0,60
2019,spring,BFF,1,1,1,60
2019,spring,BHM,1,1,1,60
2019,spring,BIL,1,1,1,60
2019,spring,BJI,1,1,0,60
2019,spring,BOI,1,1,1,60
2019,spring,BRW,1,1,1,60
2019,spring,CAK,1,1,0,60
2019,spring,CMX,1,1,1,60
2019,spring,DAY,1,1,0,60
2019,spring,DCA,1,1,1,60
2019,spring,DEN,1,1,0,60
2019,spring,DTW,1,1,1,60
2019,spring,ELP,1,1,1,60
2019,spring,EVV,1,1,1,60
2019,spring,GGG,1,1,0,60
2019,spring,HNL,1,1,1,60
2019,spring,IDA,1,1,0,60
2019,spring,IND,1,1,1,60
2019,spring,ITH,1,1,0,60
2019,spring,JFK,1,1,1,60
2019,spring,KTN,1,0,0,60
2019,spring,LFT,1,1,1,60
2019,spring,MKK,1,1,0,60
2019,spring,ORD,1,1,1,60
2019,spring,PHX,1,1,0,60
2019,spring,PQI,1,1,0,60
2019,spring,RAP,1,1,0,60
2019,spring,SBN,1,1,1,60
2019,spring,SBP,1,1,1,60
2019,spring,SDF,1,0,0,60
2019,spring,SEA,1,1,1,60
2019,spring,SJU,1,1,1,60
2019,spring,STT,1,0,0,60
2019,spring,STX,1,0,0,60
2019,summer,ABR,1,1,1,60
2019,summer,ANC,1,1,0,60
2019,summer,AZA,1,0,0,60
2019,summer,BFF,1,1,1,60
2019,summer,BOI,1,1,1,60
2019,summer,CMH,1,1,1,60
2019,summer,CMX,1,1,1,60
2019,summer,DEN,1,1,0,60
2019,summer,DTW,1,1,1,60
2019,summer,ELP,1,1,1,60
2019,summer,FAI,1,1,0,60
2019,summer,GJT,1,1,0,60
2019,summer,GSP,1,1,0,60
2019,summer,HVN,1,1,0,60
2019,summer,IND,1,1,1,60
2019,summer,ITO,1,1,0,60
2019,summer,LGA,1,1,1,60
2019,summer,LIT,1,1,0,60
2019,summer,MBS,1,1,1,60
2019,summer,OGG,1,1,1,60
2019,summer,ORD,1,1,0,60
2019,summer,PHX,1,1,0,60
2019,summer,RAP,1,1,0,60
2019,summer,ROA,1,1,0,60
2019,summer,SBN,1,1,1,60
2019,summer,SBP,1,1,0,60
2019,summer,SDF,1,0,0,60
2019,summer,SEA,1,1,1,60
2019,summer,SHV,1,1,1,60
2019,summer,SIT,1,0,0,60
2019,summer,SJU,1,1,0,60
2019,summer,SLN,1,1,0,60
2019,summer,STT,1,0,0,60
2019,summer,STX,1,0,0,60
2019,summer,SUN,1,1,1,60
2019,summer,SWF,1,1,1,60
2019,summer,TOL,1,1,1,60
2019,winter,ALO,1,1,0,60
2019,winter,ANC,1,1,0,60
2019,winter,AZA,1,0,0,60
2019,winter,BGM,1,1,0,60
2019,winter,BGR,1,1,1,60
2019,winter,BNA,1,1,0,60
2019,winter,BOI,1,1,0,60
2019,winter,BQN,1,1,1,60
2019,winter,BRW,1,1,1,60
2019,winter,CLE,1,1,1,60
2019,winter,DIK,1,1,0,60
2019,winter,DTW,1,1,0,60
2019,winter,ECP,1,1,1,60
2019,winter,ELP,1,1,0,60
2019,winter,FAI,1,1,0,60
2019,winter,FNT,1,1,1,60
2019,winter,HNL,1,1,1,60
2019,winter,IND,1,1,0,60
2019,winter,JAC,1,1,1,60
2019,winter,JFK,1,1,1,60
2019,winter,LAX,1,1,0,60
2019,winter,LCK,1,1,1,60
2019,winter,MHK,1,1,1,60
2019,winter,MKK,1,1,0,60
2019,winter,MSP,1,1,1,60
2019,winter,OAJ,1,1,1,60
2019,winter,PHX,1,1,1,60
2019,winter,PLN,1,1,0,60
2019,winter,RAP,1,1,1,60
2019,winter,RSW,1,1,0,60
2019,winter,SBN,1,1,0,60
2019,winter,SBP,1,1,0,60
2019,winter,SDF,1,0,0,60
2019,winter,SJU,1,1,0,60
2019,winter,SLC,1,1,1,60
2019,winter,SPN,1,0,0,60
2019,winter,TWF,1,1,0,60
